,created_at,expanded_url,full_text,lang,name,real_fact,tweet_id,user_id
0,2020-05-19 13:18:12,"[{'url': 'https://t.co/voPQh6JXvn', 'expanded_url': 'https://transformingindia.mygov.in', 'display_url': 'transformingindia.mygov.in', 'indices': [92, 115]}]",Vande Bharat Mission: Operating Samudra Setu on Forefront Evacuating Indians from Maldives. https://t.co/voPQh6JXvn #IndiaFightsCorona https://t.co/MEQ70kow7b,en,MyGovIndia,True,1262734299867963392,2686834802
1,2020-05-19 10:53:55,"[{'url': 'https://t.co/NtOxikeknW', 'expanded_url': 'https://twitter.com/DelhiPolice/status/1262620807697559559', 'display_url': 'twitter.com/DelhiPolice/st…', 'indices': [167, 190]}]","Delhi Police has truly proved to be #DilKiPolice. So many elderly helped, so many underprivileged taken care of. Keep up the good work - Delhi Police COVID Warriors!! https://t.co/NtOxikeknW",en,MyGovIndia,True,1262697991661662211,2686834802
2,2020-05-19 09:15:33,"[{'url': 'https://t.co/tYTfLBU5ka', 'expanded_url': 'https://twitter.com/SetuAarogya/status/1262672494617522181', 'display_url': 'twitter.com/SetuAarogya/st…', 'indices': [59, 82]}]","No Indian will be left behind, in the war against Covid19! https://t.co/tYTfLBU5ka",en,MyGovIndia,True,1262673235906146306,2686834802
3,2020-05-19 09:07:16,"[{'url': 'https://t.co/D5UL7YGQLx', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [102, 125]}]",#Lockdown 4.0: Aarogya Setu App to act as a shield for individuals and community. #IndiaFightsCorona  https://t.co/D5UL7YGQLx https://t.co/V1A8sxI5QM,en,MyGovIndia,True,1262671150837981185,2686834802
4,2020-05-19 09:01:14,"[{'url': 'https://t.co/D5UL7YpfTZ', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [140, 163]}]",#Lockdown 4.0: States and UTs will decide on activities within various zones based on their assessment of the situation. #IndiaFightsCorona https://t.co/D5UL7YpfTZ https://t.co/LNi5rNJQQi,en,MyGovIndia,True,1262669632919556098,2686834802
5,2020-05-19 08:56:41,"[{'url': 'https://t.co/D5UL7YGQLx', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [94, 117]}]",#Lockdown 4.0: Norms for night curfew and protection of Vulnerable people. #IndiaFightsCorona https://t.co/D5UL7YGQLx https://t.co/E9sXqlvxmF,en,MyGovIndia,True,1262668490189619201,2686834802
6,2020-05-19 08:49:20,"[{'url': 'https://t.co/D5UL7YGQLx', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [115, 138]}]",#Lockdown 4.0: National Directives for the COVID-19 management at public places and Workplaces. #IndiaFightsCorona https://t.co/D5UL7YGQLx https://t.co/VmwmTlJI4P,en,MyGovIndia,True,1262666640119828481,2686834802
7,2020-05-19 08:44:34,"[{'url': 'https://t.co/voPQh6JXvn', 'expanded_url': 'https://transformingindia.mygov.in', 'display_url': 'transformingindia.mygov.in', 'indices': [98, 121]}]",#Lockdown 4.0: Take a look at the special measures taken for stranded persons. #IndiaFightsCorona https://t.co/voPQh6JXvn https://t.co/orWAcR3eRa,en,MyGovIndia,True,1262665440163016704,2686834802
8,2020-05-19 08:40:47,"[{'url': 'https://t.co/D5UL7YGQLx', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [100, 123]}]",#Lockdown 4.0: Take a look at the activities permitted with various restriction. #IndiaFightsCorona https://t.co/D5UL7YGQLx https://t.co/kpYucElsiR,en,MyGovIndia,True,1262664488672563200,2686834802
9,2020-05-19 08:32:27,"[{'url': 'https://t.co/D5UL7YGQLx', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [74, 97]}]",#Lockdown 4.0: Activities permitted across the Nation. #IndiaFightsCorona https://t.co/D5UL7YGQLx https://t.co/6ftKqfBoij,en,MyGovIndia,True,1262662387846402049,2686834802
10,2020-05-19 08:22:57,"[{'url': 'https://t.co/voPQh6JXvn', 'expanded_url': 'https://transformingindia.mygov.in', 'display_url': 'transformingindia.mygov.in', 'indices': [104, 127]}]",#Lockdown 4.0: Glance through the activities to remain prohibited across the Nation. #IndiaFightsCorona https://t.co/voPQh6JXvn https://t.co/qmRTU6X6e4,en,MyGovIndia,True,1262659999165112321,2686834802
11,2020-05-19 08:08:17,"[{'url': 'https://t.co/D5UL7YGQLx', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [114, 137]}]",#Lockdown 4.0: State and UTs to decide various zones as per parameters shared by @MoHFW_India. #IndiaFightsCorona https://t.co/D5UL7YGQLx https://t.co/dnboNm0b7H,en,MyGovIndia,True,1262656306424373248,2686834802
12,2020-05-19 08:03:49,"[{'url': 'https://t.co/D5UL7YGQLx', 'expanded_url': 'https://transformingindia.mygov.in/', 'display_url': 'transformingindia.mygov.in', 'indices': [78, 101]}]",#Lockdown 4.0: Instruction to be valid upto 31st May 2020. #IndiaFightsCorona https://t.co/D5UL7YGQLx https://t.co/0c5KoCDOOH,en,MyGovIndia,True,1262655185509212160,2686834802
13,2020-05-19 02:20:59,"[{'url': 'https://t.co/2qzPV7lOSw', 'expanded_url': 'https://twitter.com/DDNewslive/status/1262438771485630464', 'display_url': 'twitter.com/DDNewslive/sta…', 'indices': [131, 154]}]","All you wanted to know about Covid communication in India. Thanks for putting this together, @DDNewslive !
#IndiaFightsCoronavirus https://t.co/2qzPV7lOSw",en,MyGovIndia,True,1262568907627323392,2686834802
14,2020-05-17 12:00:00,"[{'url': 'https://t.co/hndRUTA06m', 'expanded_url': 'https://apple.co/2UFdCV5', 'display_url': 'apple.co/2UFdCV5', 'indices': [179, 202]}, {'url': 'https://t.co/Lwc2BUWq9n', 'expanded_url': 'https://bit.ly/2R7AavA', 'display_url': 'bit.ly/2R7AavA', 'indices': [212, 235]}]","With the hope to brighten up your day, here is a beautiful anthem - ‘Jayatu Jayatu Bharatam’ sung by 211 Singers. One Nation, One Voice! Download the Aarogya Setu app today!
IOS: https://t.co/hndRUTA06m 
Android:https://t.co/Lwc2BUWq9n 
@PIB_India @SangeetSetuIn https://t.co/vQU0PQWAL2",en,MyGovIndia,True,1261989846895206400,2686834802
15,2020-05-17 09:00:00,"[{'url': 'https://t.co/hndRUTA06m', 'expanded_url': 'https://apple.co/2UFdCV5', 'display_url': 'apple.co/2UFdCV5', 'indices': [220, 243]}, {'url': 'https://t.co/Lwc2BUWq9n', 'expanded_url': 'https://bit.ly/2R7AavA', 'display_url': 'bit.ly/2R7AavA', 'indices': [253, 276]}]","‘इंडिया की मास्क फोर्स तैयार है’ Download the Aarogya Setu app and learn how to make a mask at home. Create your own mask and share a picture/video of it with us using the #TeamMaskForce Challenge to get featured. 
IOS: https://t.co/hndRUTA06m 
Android:https://t.co/Lwc2BUWq9n https://t.co/9tyEbHJiBW",en,MyGovIndia,True,1261944548575588352,2686834802
16,2020-05-16 10:31:24,"[{'url': 'https://t.co/tE0mxLqayu', 'expanded_url': 'https://youtu.be/_IEf_G3fyps', 'display_url': 'youtu.be/_IEf_G3fyps', 'indices': [91, 114]}]","Watch live FM @nsitharaman addressing the 4th press conference today. #AatamnirbharBharat 
https://t.co/tE0mxLqayu",en,MyGovIndia,True,1261605162273013760,2686834802
17,2020-05-15 12:15:00,"[{'url': 'https://t.co/EgqEzfNJHv', 'expanded_url': 'https://quiz.mygov.in/quiz/quiz-on-covid-19/', 'display_url': 'quiz.mygov.in/quiz/quiz-on-c…', 'indices': [197, 220]}]",Test your knowledge about COVID-19 by taking this quiz and become a Corona Warrior. Let’s spread awareness and disseminate the right information about COVID-19 amongst Citizens. #IndiaFightsCorona https://t.co/EgqEzfNJHv @PIB_India @PMOIndia https://t.co/5Eb8fw7eGz,en,MyGovIndia,True,1261268843546148865,2686834802
18,2020-05-15 10:30:28,"[{'url': 'https://t.co/uJYiwcXOsP', 'expanded_url': 'https://youtu.be/qvpG9Ex4EQ4', 'display_url': 'youtu.be/qvpG9Ex4EQ4', 'indices': [82, 105]}]","Watch live FM @nsitharaman addressing today's press conference. #AatmaNirbharDesh
https://t.co/uJYiwcXOsP",en,MyGovIndia,True,1261242537089437696,2686834802
